game_id,player_id,player_name,period,shot_clock,dribbles,touch_time,shot_distance,shot_value,shot_zone,defender_distance,pressure_level,shot_result,shot_made,points
21400420,201143,al horford,4,12.0,0,0.9,19.3,2,Mid-Range,6.8,Very Open,missed,0,0
21400420,201143,al horford,4,1.9,0,0.0,18.0,2,Mid-Range,3.6,Tight,missed,0,0
21400420,201143,al horford,4,1.8,0,0.7,25.0,2,Mid-Range,4.1,Open,missed,0,0
21400420,201143,al horford,4,4.0,0,1.0,20.3,2,Mid-Range,7.0,Very Open,missed,0,0
21400420,201143,al horford,4,3.8,0,1.1,24.1,3,Three Point,19.4,Very Open,missed,0,0
21400413,201143,al horford,1,2.0,0,0.6,3.0,2,Paint,3.9,Tight,made,1,2
21400413,201143,al horford,1,17.3,0,0.9,22.6,2,Mid-Range,6.8,Very Open,missed,0,0
21400413,201143,al horford,2,7.4,2,5.0,8.6,2,Mid-Range,2.2,Very Tight,made,1,2
21400413,201143,al horford,2,14.5,0,4.9,15.0,2,Mid-Range,4.9,Open,missed,0,0
21400413,201143,al horford,2,15.9,0,1.2,19.4,2,Mid-Range,11.3,Very Open,made,1,2
21400413,201143,al horford,2,13.5,0,2.0,17.0,2,Mid-Range,6.2,Very Open,made,1,2
21400413,201143,al horford,2,20.0,0,0.2,4.6,2,Paint,3.7,Tight,made,1,2
21400413,201143,al horford,3,6.9,0,1.0,17.5,2,Mid-Range,8.3,Very Open,made,1,2
21400413,201143,al horford,3,5.0,12,9.8,8.2,2,Mid-Range,2.3,Tight,missed,0,0
21400413,201143,al horford,3,13.3,0,0.8,19.1,2,Mid-Range,6.9,Very Open,missed,0,0
21400413,201143,al horford,3,17.4,0,1.0,13.3,2,Mid-Range,10.0,Very Open,made,1,2
21400413,201143,al horford,4,6.9,0,0.8,20.4,2,Mid-Range,8.1,Very Open,made,1,2
21400413,201143,al horford,4,7.2,0,0.6,24.8,3,Three Point,10.4,Very Open,missed,0,0
21400396,201143,al horford,1,16.8,0,0.9,20.0,2,Mid-Range,5.7,Open,made,1,2
21400396,201143,al horford,1,14.8,0,3.7,15.2,2,Mid-Range,4.0,Tight,made,1,2
21400396,201143,al horford,1,8.5,0,9.5,14.6,2,Mid-Range,5.5,Open,missed,0,0
21400396,201143,al horford,2,6.0,2,8.7,10.0,2,Mid-Range,4.7,Open,missed,0,0
21400396,201143,al horford,2,17.4,0,0.8,3.0,2,Paint,2.5,Tight,missed,0,0
21400396,201143,al horford,2,15.0,0,1.1,20.7,2,Mid-Range,10.0,Very Open,made,1,2
21400396,201143,al horford,2,12.3,0,0.4,26.3,3,Three Point,8.2,Very Open,missed,0,0
21400396,201143,al horford,3,11.1,0,1.0,18.6,2,Mid-Range,7.1,Very Open,made,1,2
21400396,201143,al horford,3,11.0,1,4.6,5.3,2,Paint,1.4,Very Tight,made,1,2
21400396,201143,al horford,4,24.0,0,1.1,3.4,2,Paint,2.5,Tight,made,1,2
21400370,201143,al horford,1,9.0,0,0.9,19.1,2,Mid-Range,13.5,Very Open,missed,0,0
21400370,201143,al horford,1,6.5,8,6.8,8.4,2,Mid-Range,4.9,Open,made,1,2
21400370,201143,al horford,1,9.0,0,0.9,18.1,2,Mid-Range,15.8,Very Open,missed,0,0
21400370,201143,al horford,1,0.4,1,1.5,33.8,3,Three Point,10.4,Very Open,missed,0,0
21400370,201143,al horford,2,7.7,0,5.5,13.2,2,Mid-Range,3.6,Tight,made,1,2
21400370,201143,al horford,2,11.6,0,0.4,2.7,2,Paint,1.8,Very Tight,made,1,2
21400370,201143,al horford,3,14.1,4,5.3,8.8,2,Mid-Range,1.5,Very Tight,made,1,2
21400370,201143,al horford,3,9.5,0,1.0,23.4,3,Three Point,10.1,Very Open,missed,0,0
21400370,201143,al horford,3,7.8,5,5.8,8.2,2,Mid-Range,4.1,Open,made,1,2
21400370,201143,al horford,3,3.2,8,11.2,6.6,2,Paint,2.5,Tight,made,1,2
21400370,201143,al horford,3,9.7,1,1.7,5.5,2,Paint,0.9,Very Tight,made,1,2
21400370,201143,al horford,4,10.2,0,0.9,4.6,2,Paint,3.5,Tight,made,1,2
21400370,201143,al horford,4,5.2,0,2.0,7.4,2,Paint,2.5,Tight,made,1,2
21400370,201143,al horford,4,10.6,0,1.0,20.2,2,Mid-Range,6.6,Very Open,made,1,2
21400358,201143,al horford,1,20.2,0,0.7,2.6,2,Paint,4.1,Open,made,1,2
21400358,201143,al horford,1,11.1,0,3.8,16.8,2,Mid-Range,5.3,Open,made,1,2
21400358,201143,al horford,1,19.7,0,0.7,2.6,2,Paint,3.9,Tight,made,1,2
21400358,201143,al horford,2,15.3,0,0.8,22.1,3,Three Point,8.3,Very Open,missed,0,0
21400358,201143,al horford,2,11.7,0,0.8,21.1,2,Mid-Range,6.7,Very Open,missed,0,0
21400358,201143,al horford,2,12.6,0,1.3,3.9,2,Paint,0.3,Very Tight,made,1,2
21400358,201143,al horford,2,2.7,0,0.6,3.6,2,Paint,3.8,Tight,made,1,2
21400358,201143,al horford,3,13.7,0,1.1,20.9,2,Mid-Range,10.8,Very Open,missed,0,0
21400358,201143,al horford,3,11.6,0,4.4,18.4,2,Mid-Range,6.8,Very Open,made,1,2
21400358,201143,al horford,3,6.5,2,10.2,10.6,2,Mid-Range,4.0,Tight,made,1,2
21400358,201143,al horford,3,16.2,0,2.4,5.8,2,Paint,2.4,Tight,made,1,2
21400358,201143,al horford,4,5.6,7,5.7,2.7,2,Paint,0.4,Very Tight,missed,0,0
21400358,201143,al horford,4,10.8,0,1.0,19.2,2,Mid-Range,6.5,Very Open,missed,0,0
21400358,201143,al horford,4,10.3,0,6.4,14.2,2,Mid-Range,5.4,Open,missed,0,0
21400358,201143,al horford,4,5.8,0,0.9,17.8,2,Mid-Range,8.5,Very Open,made,1,2
21400358,201143,al horford,4,9.9,0,0.9,19.6,2,Mid-Range,6.1,Very Open,missed,0,0
21400358,201143,al horford,4,2.2,0,0.3,7.5,2,Paint,1.3,Very Tight,missed,0,0
21400358,201143,al horford,4,9.2,0,0.9,19.1,2,Mid-Range,6.8,Very Open,made,1,2
21400358,201143,al horford,4,7.0,0,0.9,19.6,2,Mid-Range,9.1,Very Open,missed,0,0
21400343,201143,al horford,1,5.3,0,0.8,18.7,2,Mid-Range,6.8,Very Open,missed,0,0
21400343,201143,al horford,1,12.0,0,0.8,18.6,2,Mid-Range,8.3,Very Open,made,1,2
21400343,201143,al horford,1,17.5,0,1.0,17.6,2,Mid-Range,5.7,Open,missed,0,0
21400343,201143,al horford,1,15.8,0,0.7,6.3,2,Paint,4.3,Open,missed,0,0
21400343,201143,al horford,2,8.3,0,0.8,19.2,2,Mid-Range,5.6,Open,made,1,2
21400343,201143,al horford,2,4.0,10,9.4,10.1,2,Mid-Range,2.7,Tight,missed,0,0
21400343,201143,al horford,2,19.2,1,1.3,5.1,2,Paint,1.8,Very Tight,missed,0,0
21400343,201143,al horford,2,14.0,0,0.7,7.0,2,Paint,2.8,Tight,made,1,2
21400343,201143,al horford,2,13.0,0,0.8,3.1,2,Paint,4.8,Open,made,1,2
21400343,201143,al horford,2,14.5,0,1.5,18.9,2,Mid-Range,5.9,Open,missed,0,0
21400343,201143,al horford,3,9.9,0,2.2,16.0,2,Mid-Range,4.7,Open,made,1,2
21400343,201143,al horford,3,13.8,0,1.3,13.5,2,Mid-Range,5.1,Open,made,1,2
21400343,201143,al horford,4,8.3,0,1.1,4.5,2,Paint,7.9,Very Open,made,1,2
21400343,201143,al horford,4,7.3,0,0.6,2.6,2,Paint,3.2,Tight,made,1,2
21400343,201143,al horford,4,9.8,0,1.0,18.1,2,Mid-Range,13.4,Very Open,made,1,2
21400330,201143,al horford,1,15.4,0,2.6,16.4,2,Mid-Range,4.8,Open,made,1,2
21400330,201143,al horford,1,5.6,0,3.6,16.7,2,Mid-Range,5.1,Open,made,1,2
21400330,201143,al horford,1,3.9,0,0.8,4.8,2,Paint,3.9,Tight,made,1,2
21400330,201143,al horford,1,16.0,0,0.8,7.7,2,Paint,3.0,Tight,made,1,2
21400330,201143,al horford,2,10.3,0,1.0,19.2,2,Mid-Range,6.2,Very Open,missed,0,0
21400330,201143,al horford,2,15.4,0,0.8,1.4,2,Paint,7.7,Very Open,made,1,2
21400330,201143,al horford,2,13.0,0,0.9,14.6,2,Mid-Range,6.7,Very Open,missed,0,0
21400330,201143,al horford,2,12.9,0,1.1,4.0,2,Paint,5.5,Open,made,1,2
21400330,201143,al horford,2,12.6,0,0.8,20.8,2,Mid-Range,5.8,Open,missed,0,0
21400330,201143,al horford,3,14.4,0,0.9,19.1,2,Mid-Range,9.7,Very Open,missed,0,0
21400330,201143,al horford,3,17.3,0,2.7,16.4,2,Mid-Range,4.3,Open,missed,0,0
21400330,201143,al horford,3,7.1,0,0.9,23.2,3,Three Point,9.6,Very Open,made,1,3
21400330,201143,al horford,3,1.2,0,1.4,24.1,2,Mid-Range,4.9,Open,missed,0,0
21400330,201143,al horford,4,11.3,0,0.9,15.6,2,Mid-Range,5.1,Open,made,1,2
21400330,201143,al horford,4,6.6,0,1.0,19.2,2,Mid-Range,9.5,Very Open,missed,0,0
21400330,201143,al horford,4,9.8,0,0.5,6.0,2,Paint,2.8,Tight,missed,0,0
21400319,201143,al horford,1,18.4,0,0.7,2.7,2,Paint,6.4,Very Open,made,1,2
21400319,201143,al horford,1,14.0,0,1.2,17.7,2,Mid-Range,8.5,Very Open,missed,0,0
21400319,201143,al horford,1,10.0,1,3.9,1.7,2,Paint,2.6,Tight,made,1,2
21400319,201143,al horford,2,2.0,3,8.2,6.9,2,Paint,0.8,Very Tight,missed,0,0
21400319,201143,al horford,2,6.3,4,10.1,5.5,2,Paint,1.4,Very Tight,missed,0,0
21400319,201143,al horford,3,14.4,0,0.9,19.1,2,Mid-Range,4.5,Open,missed,0,0
21400319,201143,al horford,3,14.1,0,0.8,19.7,2,Mid-Range,7.6,Very Open,made,1,2
21400319,201143,al horford,3,13.9,0,1.0,4.1,2,Paint,0.9,Very Tight,missed,0,0
21400319,201143,al horford,3,16.1,0,0.6,2.3,2,Paint,2.1,Very Tight,made,1,2
21400319,201143,al horford,3,14.7,0,1.8,1.4,2,Paint,3.2,Tight,missed,0,0
21400319,201143,al horford,3,6.2,0,0.6,7.6,2,Paint,1.7,Very Tight,made,1,2
21400319,201143,al horford,4,7.8,2,5.2,7.3,2,Paint,2.5,Tight,missed,0,0
21400301,201143,al horford,1,18.0,0,0.8,18.9,2,Mid-Range,6.8,Very Open,made,1,2
21400301,201143,al horford,1,9.9,0,0.8,19.1,2,Mid-Range,5.9,Open,missed,0,0
21400301,201143,al horford,1,24.0,1,0.8,3.3,2,Paint,1.1,Very Tight,missed,0,0
21400301,201143,al horford,1,9.0,0,1.0,17.1,2,Mid-Range,14.0,Very Open,missed,0,0
21400301,201143,al horford,1,11.7,0,1.0,18.0,2,Mid-Range,7.3,Very Open,missed,0,0
21400301,201143,al horford,1,24.0,0,0.4,1.1,2,Paint,0.6,Very Tight,made,1,2
21400301,201143,al horford,1,14.7,0,2.1,22.6,3,Three Point,6.8,Very Open,made,1,3
21400301,201143,al horford,2,14.8,0,0.9,19.7,2,Mid-Range,13.1,Very Open,missed,0,0
21400301,201143,al horford,3,14.7,0,1.0,20.4,2,Mid-Range,8.6,Very Open,missed,0,0
21400301,201143,al horford,3,6.2,0,1.0,1.5,2,Paint,2.7,Tight,made,1,2
21400301,201143,al horford,3,19.3,0,0.9,4.7,2,Paint,4.1,Open,made,1,2
21400301,201143,al horford,3,13.0,0,0.8,20.1,2,Mid-Range,4.4,Open,made,1,2
21400301,201143,al horford,3,18.2,0,1.1,7.1,2,Paint,0.0,Very Tight,missed,0,0
21400301,201143,al horford,4,4.7,1,6.2,9.5,2,Mid-Range,2.5,Tight,missed,0,0
21400301,201143,al horford,4,23.4,0,0.5,9.8,2,Mid-Range,2.1,Very Tight,made,1,2
21400301,201143,al horford,4,15.1,0,0.9,18.8,2,Mid-Range,8.2,Very Open,made,1,2
21400301,201143,al horford,4,3.0,4,3.5,13.0,2,Mid-Range,4.5,Open,missed,0,0
21400301,201143,al horford,4,14.8,1,3.6,2.6,2,Paint,3.2,Tight,made,1,2
21400295,201143,al horford,1,14.8,0,0.8,16.1,2,Mid-Range,6.1,Very Open,made,1,2
21400295,201143,al horford,1,11.7,0,0.8,5.1,2,Paint,3.0,Tight,missed,0,0
21400295,201143,al horford,1,12.3,0,1.0,19.9,2,Mid-Range,7.3,Very Open,made,1,2
21400295,201143,al horford,2,7.3,0,0.8,16.8,2,Mid-Range,6.9,Very Open,made,1,2
21400295,201143,al horford,2,8.9,0,0.9,21.1,3,Three Point,10.1,Very Open,missed,0,0
21400295,201143,al horford,3,17.9,0,1.2,21.4,2,Mid-Range,5.9,Open,missed,0,0
21400295,201143,al horford,3,8.3,1,2.2,6.3,2,Paint,3.6,Tight,made,1,2
21400295,201143,al horford,4,23.7,0,0.0,3.2,2,Paint,2.5,Tight,made,1,2
21400295,201143,al horford,4,5.6,2,7.1,9.1,2,Mid-Range,3.6,Tight,missed,0,0
21400280,201143,al horford,1,5.6,0,1.2,19.6,2,Mid-Range,6.6,Very Open,made,1,2
21400280,201143,al horford,1,5.6,0,1.1,14.5,2,Mid-Range,5.6,Open,missed,0,0
21400280,201143,al horford,1,11.0,0,0.4,5.8,2,Paint,4.7,Open,missed,0,0
21400280,201143,al horford,1,13.5,0,0.8,20.8,2,Mid-Range,5.8,Open,missed,0,0
21400280,201143,al horford,2,12.9,0,0.9,20.1,2,Mid-Range,6.4,Very Open,missed,0,0
21400280,201143,al horford,3,9.0,0,0.0,20.6,2,Mid-Range,2.0,Very Tight,missed,0,0
21400280,201143,al horford,3,15.3,0,1.2,20.5,2,Mid-Range,6.8,Very Open,made,1,2
21400280,201143,al horford,3,15.9,0,2.6,17.0,2,Mid-Range,6.1,Very Open,missed,0,0
21400280,201143,al horford,4,7.5,0,0.9,19.2,2,Mid-Range,7.2,Very Open,missed,0,0
21400280,201143,al horford,4,9.8,1,1.4,6.5,2,Paint,2.7,Tight,made,1,2
21400267,201143,al horford,1,15.8,0,1.2,2.6,2,Paint,6.5,Very Open,made,1,2
21400267,201143,al horford,1,15.9,0,0.8,5.7,2,Paint,2.3,Tight,missed,0,0
21400267,201143,al horford,2,21.4,0,0.9,4.2,2,Paint,6.4,Very Open,made,1,2
21400254,201143,al horford,1,15.0,1,4.8,8.7,2,Mid-Range,2.9,Tight,missed,0,0
21400254,201143,al horford,1,14.4,1,1.3,8.4,2,Mid-Range,2.0,Very Tight,made,1,2
21400254,201143,al horford,1,11.7,0,1.4,19.4,2,Mid-Range,5.3,Open,made,1,2
21400254,201143,al horford,1,13.5,0,3.6,15.8,2,Mid-Range,4.6,Open,missed,0,0
21400254,201143,al horford,2,10.5,0,2.7,19.2,2,Mid-Range,5.4,Open,missed,0,0
21400254,201143,al horford,3,15.2,0,0.7,2.9,2,Paint,2.0,Very Tight,made,1,2
21400254,201143,al horford,3,18.1,1,0.8,7.9,2,Paint,4.4,Open,made,1,2
21400254,201143,al horford,3,15.4,0,0.8,10.3,2,Mid-Range,5.1,Open,missed,0,0
21400254,201143,al horford,3,16.6,0,0.9,19.4,2,Mid-Range,6.7,Very Open,missed,0,0
21400254,201143,al horford,3,13.3,0,1.0,19.0,2,Mid-Range,6.9,Very Open,made,1,2
21400254,201143,al horford,3,10.0,0,1.2,17.4,2,Mid-Range,7.5,Very Open,made,1,2
21400254,201143,al horford,4,22.7,0,0.5,4.8,2,Paint,3.8,Tight,made,1,2
21400254,201143,al horford,4,11.3,0,0.6,4.3,2,Paint,3.4,Tight,made,1,2
21400237,201143,al horford,1,18.9,0,0.6,3.8,2,Paint,3.1,Tight,made,1,2
21400237,201143,al horford,1,7.4,2,1.3,3.0,2,Paint,2.1,Very Tight,made,1,2
21400237,201143,al horford,2,14.4,0,3.1,13.8,2,Mid-Range,4.4,Open,missed,0,0
21400237,201143,al horford,3,16.6,0,0.7,3.5,2,Paint,3.5,Tight,made,1,2
21400237,201143,al horford,3,12.5,0,0.9,23.2,3,Three Point,8.5,Very Open,made,1,3
21400237,201143,al horford,3,11.2,2,6.5,11.1,2,Mid-Range,4.4,Open,made,1,2
21400225,201143,al horford,1,7.5,0,1.7,20.9,2,Mid-Range,5.0,Open,missed,0,0
21400225,201143,al horford,1,14.5,1,5.4,6.6,2,Paint,2.9,Tight,missed,0,0
21400225,201143,al horford,1,1.4,0,0.7,16.8,2,Mid-Range,6.3,Very Open,missed,0,0
21400225,201143,al horford,1,10.4,0,0.9,18.9,2,Mid-Range,8.3,Very Open,made,1,2
21400225,201143,al horford,1,10.5,0,2.6,15.3,2,Mid-Range,4.7,Open,missed,0,0
21400225,201143,al horford,2,14.7,0,0.8,19.0,2,Mid-Range,6.5,Very Open,made,1,2
21400225,201143,al horford,2,7.0,0,1.8,18.9,2,Mid-Range,4.6,Open,missed,0,0
21400225,201143,al horford,2,10.1,1,3.8,5.9,2,Paint,3.4,Tight,missed,0,0
21400225,201143,al horford,2,14.0,0,0.8,19.3,2,Mid-Range,6.4,Very Open,made,1,2
21400225,201143,al horford,2,14.9,0,1.8,3.4,2,Paint,0.6,Very Tight,made,1,2
21400225,201143,al horford,3,8.0,0,0.8,18.1,2,Mid-Range,6.1,Very Open,missed,0,0
21400225,201143,al horford,3,16.7,0,1.3,2.7,2,Paint,2.1,Very Tight,made,1,2
21400225,201143,al horford,3,10.0,0,1.0,17.1,2,Mid-Range,7.6,Very Open,missed,0,0
21400225,201143,al horford,3,13.9,0,0.9,20.0,2,Mid-Range,6.8,Very Open,missed,0,0
21400225,201143,al horford,4,7.0,1,5.7,5.1,2,Paint,1.7,Very Tight,missed,0,0
21400215,201143,al horford,1,5.0,0,2.0,16.3,2,Mid-Range,6.5,Very Open,missed,0,0
21400215,201143,al horford,1,12.3,0,1.0,15.2,2,Mid-Range,6.6,Very Open,made,1,2
21400215,201143,al horford,2,4.3,1,1.9,7.8,2,Paint,2.7,Tight,made,1,2
21400215,201143,al horford,2,14.0,0,0.8,10.1,2,Mid-Range,5.4,Open,missed,0,0
21400215,201143,al horford,3,2.6,0,1.0,15.7,2,Mid-Range,8.4,Very Open,made,1,2
21400215,201143,al horford,3,15.1,0,0.8,10.3,2,Mid-Range,6.5,Very Open,made,1,2
21400215,201143,al horford,3,20.1,0,0.7,3.3,2,Paint,3.2,Tight,made,1,2
21400215,201143,al horford,3,9.2,0,0.8,20.8,2,Mid-Range,6.7,Very Open,made,1,2
21400215,201143,al horford,3,15.0,0,0.8,19.8,2,Mid-Range,7.7,Very Open,made,1,2
21400215,201143,al horford,4,18.8,0,0.5,4.3,2,Paint,1.8,Very Tight,made,1,2
21400215,201143,al horford,4,16.4,0,1.2,17.1,2,Mid-Range,6.8,Very Open,made,1,2
21400215,201143,al horford,4,9.1,0,1.0,19.1,2,Mid-Range,13.4,Very Open,made,1,2
21400215,201143,al horford,4,10.1,0,1.0,7.6,2,Paint,3.0,Tight,missed,0,0
21400215,201143,al horford,4,9.5,2,4.2,6.5,2,Paint,3.0,Tight,made,1,2
21400215,201143,al horford,4,19.9,0,0.6,7.4,2,Paint,2.2,Very Tight,missed,0,0
21400215,201143,al horford,4,19.8,0,0.9,24.2,3,Three Point,12.4,Very Open,missed,0,0
21400205,201143,al horford,1,24.0,0,2.4,4.6,2,Paint,2.7,Tight,made,1,2
21400205,201143,al horford,3,14.4,0,0.8,17.6,2,Mid-Range,6.2,Very Open,missed,0,0
21400205,201143,al horford,3,10.1,0,4.8,14.4,2,Mid-Range,5.2,Open,made,1,2
21400205,201143,al horford,3,11.9,0,0.6,2.2,2,Paint,5.3,Open,made,1,2
21400174,201143,al horford,1,10.8,1,3.4,19.8,2,Mid-Range,4.9,Open,missed,0,0
21400174,201143,al horford,1,22.4,0,0.4,6.7,2,Paint,4.0,Tight,missed,0,0
21400174,201143,al horford,1,14.4,4,7.9,7.1,2,Paint,2.6,Tight,made,1,2
21400174,201143,al horford,1,6.9,0,4.9,14.5,2,Mid-Range,5.3,Open,made,1,2
21400174,201143,al horford,2,11.8,3,7.1,7.3,2,Paint,1.2,Very Tight,made,1,2
21400174,201143,al horford,2,13.0,0,1.2,17.9,2,Mid-Range,7.2,Very Open,missed,0,0
21400174,201143,al horford,2,12.3,0,1.2,25.2,2,Mid-Range,4.1,Open,made,1,2
21400174,201143,al horford,3,10.5,0,0.8,3.7,2,Paint,2.8,Tight,made,1,2
21400174,201143,al horford,4,11.0,0,0.9,20.5,2,Mid-Range,6.5,Very Open,missed,0,0
21400174,201143,al horford,4,15.3,0,0.6,3.1,2,Paint,2.6,Tight,made,1,2
21400174,201143,al horford,4,2.5,0,1.4,21.3,2,Mid-Range,5.1,Open,missed,0,0
21400174,201143,al horford,4,12.2,1,2.0,6.5,2,Paint,2.5,Tight,made,1,2
21400155,201143,al horford,1,14.3,1,3.8,15.8,2,Mid-Range,5.3,Open,made,1,2
21400155,201143,al horford,2,20.4,0,0.6,2.9,2,Paint,9.6,Very Open,made,1,2
21400155,201143,al horford,3,9.1,2,8.9,7.8,2,Paint,3.1,Tight,made,1,2
21400155,201143,al horford,3,8.8,0,1.0,23.1,3,Three Point,8.8,Very Open,made,1,3
21400155,201143,al horford,3,16.9,0,0.7,4.2,2,Paint,3.4,Tight,made,1,2
21400155,201143,al horford,4,5.9,0,0.8,19.9,2,Mid-Range,7.3,Very Open,made,1,2
21400155,201143,al horford,4,12.2,0,0.6,4.6,2,Paint,3.2,Tight,made,1,2
21400155,201143,al horford,4,12.0,0,0.8,21.5,2,Mid-Range,5.6,Open,missed,0,0
21400133,201143,al horford,1,8.5,6,5.8,7.0,2,Paint,1.4,Very Tight,made,1,2
21400133,201143,al horford,1,5.2,0,1.1,18.7,2,Mid-Range,2.9,Tight,made,1,2
21400133,201143,al horford,1,2.4,2,2.1,18.3,2,Mid-Range,7.5,Very Open,missed,0,0
21400133,201143,al horford,2,6.2,0,0.6,4.2,2,Paint,3.6,Tight,made,1,2
21400133,201143,al horford,2,16.1,0,0.9,19.5,2,Mid-Range,7.3,Very Open,missed,0,0
21400133,201143,al horford,3,10.7,0,3.4,19.6,2,Mid-Range,5.6,Open,missed,0,0
21400133,201143,al horford,3,11.4,1,3.0,9.7,2,Mid-Range,2.6,Tight,made,1,2
21400133,201143,al horford,3,6.0,3,9.2,9.2,2,Mid-Range,2.1,Very Tight,made,1,2
21400133,201143,al horford,3,18.0,0,0.0,2.7,2,Paint,2.2,Very Tight,made,1,2
21400133,201143,al horford,3,6.0,0,0.9,23.0,3,Three Point,11.1,Very Open,missed,0,0
21400124,201143,al horford,1,9.6,0,1.1,19.6,2,Mid-Range,5.1,Open,made,1,2
21400124,201143,al horford,1,11.1,0,0.8,22.0,3,Three Point,6.1,Very Open,made,1,3
21400124,201143,al horford,2,14.6,1,2.0,4.2,2,Paint,1.9,Very Tight,missed,0,0
21400124,201143,al horford,2,3.7,0,0.9,20.8,2,Mid-Range,7.0,Very Open,made,1,2
21400124,201143,al horford,3,15.9,0,0.9,20.5,2,Mid-Range,6.1,Very Open,made,1,2
21400124,201143,al horford,3,13.8,0,1.1,19.6,2,Mid-Range,11.2,Very Open,made,1,2
21400124,201143,al horford,3,23.0,0,1.1,0.7,2,Paint,3.3,Tight,made,1,2
21400124,201143,al horford,4,15.3,0,0.7,4.8,2,Paint,5.8,Open,missed,0,0
21400124,201143,al horford,4,2.6,0,3.3,20.6,2,Mid-Range,4.6,Open,made,1,2
21400124,201143,al horford,4,3.6,0,0.9,21.4,2,Mid-Range,7.7,Very Open,made,1,2
21400110,201143,al horford,1,9.6,0,0.9,17.5,2,Mid-Range,7.1,Very Open,made,1,2
21400110,201143,al horford,1,13.9,0,0.0,21.1,2,Mid-Range,5.2,Open,missed,0,0
21400110,201143,al horford,1,19.5,0,1.0,19.1,2,Mid-Range,6.1,Very Open,made,1,2
21400110,201143,al horford,2,10.3,0,0.9,13.6,2,Mid-Range,6.0,Open,missed,0,0
21400110,201143,al horford,3,6.7,0,1.1,18.3,2,Mid-Range,7.1,Very Open,made,1,2
21400110,201143,al horford,4,15.9,1,1.2,5.6,2,Paint,2.3,Tight,missed,0,0
21400110,201143,al horford,4,8.7,0,0.9,19.9,2,Mid-Range,5.8,Open,made,1,2
21400110,201143,al horford,4,11.7,1,2.2,4.9,2,Paint,1.5,Very Tight,missed,0,0
21400110,201143,al horford,4,24.0,0,0.2,2.1,2,Paint,2.4,Tight,missed,0,0
21400110,201143,al horford,4,5.9,4,6.6,8.2,2,Mid-Range,3.4,Tight,missed,0,0
21400100,201143,al horford,1,15.4,1,1.9,4.4,2,Paint,2.9,Tight,made,1,2
21400100,201143,al horford,1,11.0,1,2.7,5.0,2,Paint,3.8,Tight,made,1,2
21400100,201143,al horford,1,1.4,0,4.1,15.5,2,Mid-Range,4.4,Open,missed,0,0
21400100,201143,al horford,1,13.7,1,1.0,20.6,2,Mid-Range,7.7,Very Open,made,1,2
21400100,201143,al horford,2,10.7,0,0.8,7.3,2,Paint,3.1,Tight,missed,0,0
21400100,201143,al horford,2,24.0,1,0.0,1.2,2,Paint,4.9,Open,made,1,2
21400100,201143,al horford,3,12.1,1,8.7,10.5,2,Mid-Range,4.4,Open,missed,0,0
21400100,201143,al horford,3,16.2,0,0.4,4.2,2,Paint,3.2,Tight,made,1,2
21400100,201143,al horford,4,6.0,0,1.4,9.7,2,Mid-Range,4.1,Open,missed,0,0
21400084,201143,al horford,1,12.3,0,0.7,10.4,2,Mid-Range,5.4,Open,made,1,2
21400084,201143,al horford,2,12.3,1,1.2,5.6,2,Paint,3.3,Tight,missed,0,0
21400084,201143,al horford,2,12.3,4,3.8,9.1,2,Mid-Range,2.3,Tight,missed,0,0
21400084,201143,al horford,2,12.3,0,1.0,17.6,2,Mid-Range,14.2,Very Open,missed,0,0
21400084,201143,al horford,2,12.3,0,0.7,18.5,2,Mid-Range,5.3,Open,missed,0,0
21400084,201143,al horford,2,12.3,0,0.8,20.7,2,Mid-Range,4.8,Open,missed,0,0
21400084,201143,al horford,3,12.3,0,3.0,19.7,2,Mid-Range,6.3,Very Open,missed,0,0
21400084,201143,al horford,3,12.3,1,1.9,7.0,2,Paint,3.1,Tight,missed,0,0
21400084,201143,al horford,3,12.3,0,0.8,20.5,2,Mid-Range,5.7,Open,missed,0,0
21400084,201143,al horford,4,12.3,1,2.0,13.5,2,Mid-Range,5.2,Open,made,1,2
21400084,201143,al horford,4,12.3,0,0.4,1.5,2,Paint,0.8,Very Tight,made,1,2
21400084,201143,al horford,4,12.3,0,0.8,19.7,2,Mid-Range,7.4,Very Open,missed,0,0
21400084,201143,al horford,4,12.3,0,0.8,19.2,2,Mid-Range,10.5,Very Open,missed,0,0
21400071,201143,al horford,1,8.7,0,0.5,4.7,2,Paint,3.5,Tight,made,1,2
21400071,201143,al horford,2,15.9,0,1.9,14.1,2,Mid-Range,4.9,Open,made,1,2
21400071,201143,al horford,2,11.0,1,4.7,6.8,2,Paint,3.8,Tight,made,1,2
21400071,201143,al horford,2,15.1,0,0.8,19.4,2,Mid-Range,6.1,Very Open,made,1,2
21400071,201143,al horford,2,9.6,0,0.9,20.4,2,Mid-Range,5.9,Open,missed,0,0
21400071,201143,al horford,2,20.8,0,0.9,20.3,2,Mid-Range,6.9,Very Open,made,1,2
21400071,201143,al horford,2,19.8,0,0.7,4.8,2,Paint,2.6,Tight,made,1,2
21400071,201143,al horford,3,15.0,2,4.0,6.3,2,Paint,2.3,Tight,missed,0,0
21400071,201143,al horford,4,9.1,1,2.0,4.2,2,Paint,0.8,Very Tight,missed,0,0
21400071,201143,al horford,4,10.6,0,1.2,20.2,2,Mid-Range,7.7,Very Open,missed,0,0
